STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,Season,Month,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TOBS,TOBS_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT04,WT04_ATTRIBUTES,WT05,WT05_ATTRIBUTES,WT06,WT06_ATTRIBUTES,WT07,WT07_ATTRIBUTES,WT08,WT08_ATTRIBUTES,WT09,WT09_ATTRIBUTES,WT11,WT11_ATTRIBUTES,WT14,WT14_ATTRIBUTES
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,11/30/71,Fall,November,,,,,7.6,",,0,",0,",,0,",0,",,0,",6.1,",,0",0,",,0",1.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/1/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",3.3,",,0",-2.2,",,0",-1.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/2/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",3.3,",,0",-12.2,",,0",-6.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/3/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",0,",,0",-6.7,",,0",-5.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/4/71,Winter,December,,,,,10.7,",,0,",25,",,0,",25,",,0,",3.3,",,0",-7.8,",,0",-3.3,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/5/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",3.3,",,0",-3.3,",,0",0,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/6/71,Winter,December,,,,,1.3,",,0,",0,",,0,",0,",,0,",3.3,",,0",0,",,0",2.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/7/71,Winter,December,,,,,13.5,",,0,",0,",,0,",0,",,0,",12.8,",,0",1.7,",,0",7.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/8/71,Winter,December,,,,,1.8,",,0,",0,",,0,",0,",,0,",20,",,0",7.2,",,0",10,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/9/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",11.1,",,0",5.6,",,0",7.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/10/71,Winter,December,,,,,1.3,",,0,",0,",,0,",0,",,0,",15,",,0",3.9,",,0",7.8,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/11/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",18.3,",,0",7.2,",,0",10,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/12/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",17.2,",,0",-1.1,",,0",10,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/13/71,Winter,December,,,,,6.4,",,0,",0,",,0,",0,",,0,",17.2,",,0",5.6,",,0",10,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/14/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",14.4,",,0",-1.1,",,0",4.4,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/15/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",15.6,",,0",4.4,",,0",10,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/16/71,Winter,December,,,,,6.9,",,0,",0,",,0,",0,",,0,",17.8,",,0",10,",,0",15.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/17/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",21.1,",,0",7.2,",,0",8.3,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/18/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",9.4,",,0",-12.2,",,0",-6.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/19/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",0,",,0",-6.7,",,0",-1.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/20/71,Winter,December,,,,,1.3,",,0,",0,",,0,",0,",,0,",8.9,",,0",-1.1,",,0",7.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/21/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",12.8,",,0",0,",,0",5.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/22/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",15.6,",,0",-6.7,",,0",-3.9,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/23/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",6.1,",,0",-12.2,",,0",-11.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/24/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",10,",,0",-11.1,",,0",-6.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/25/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",12.8,",,0",-6.7,",,0",1.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/26/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",15.6,",,0",-11.1,",,0",-2.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/27/71,Winter,December,,,,,1.3,",,0,",0,",,0,",0,",,0,",18.3,",,0",-2.2,",,0",4.4,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/28/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",15.6,",,0",4.4,",,0",12.8,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/29/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",16.1,",,0",-3.9,",,0",1.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/30/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",15.6,",,0",1.7,",,0",7.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,12/31/71,Winter,December,,,,,0,",,0,",0,",,0,",0,",,0,",13.3,",,0",-3.9,",,0",-1.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/1/72,Winter,January,,,,,0,",,0,",0,",,0,",0,",,0,",4.4,",,0",-9.4,",,0",-6.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/2/72,Winter,January,,,,,10.2,",,0,",0,",,0,",0,",,0,",4.4,",,0",-6.7,",,0",3.3,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/3/72,Winter,January,,,,,0,",,0,",0,",,0,",0,",,0,",7.2,",,0",-9.4,",,0",-5.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/4/72,Winter,January,,,,,8.9,",,0,",0,",,0,",0,",,0,",10,",,0",-5.6,",,0",0.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/5/72,Winter,January,,,,,4.3,",,0,",0,",,0,",0,",,0,",8.9,",,0",-1.1,",,0",1.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/6/72,Winter,January,,,,,0,",,0,",0,",,0,",0,",,0,",4.4,",,0",-12.2,",,0",-12.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/7/72,Winter,January,,,,,0,",,0,",0,",,0,",0,",,0,",4.4,",,0",-12.2,",,0",-2.8,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/8/72,Winter,January,,,,,0,",,0,",0,",,0,",0,",,0,",6.1,",,0",-6.7,",,0",1.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/9/72,Winter,January,,,,,0,",,0,",0,",,0,",0,",,0,",6.1,",,0",-6.7,",,0",0.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/10/72,Winter,January,,,,,7.6,",,0,",0,",,0,",0,",,0,",10,",,0",0.6,",,0",5.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/11/72,Winter,January,,,,,5.1,",,0,",0,",,0,",0,",,0,",12.8,",,0",4.4,",,0",7.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/12/72,Winter,January,,,,,0,",,0,",0,",,0,",0,",,0,",7.2,",,0",1.7,",,0",4.4,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/13/72,Winter,January,,,,,0.8,",,0,",0,",,0,",0,",,0,",14.4,",,0",-3.9,",,0",10,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/14/72,Winter,January,,,,,3.8,",,0,",0,",,0,",0,",,0,",16.7,",,0",-1.1,",,0",0,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/15/72,Winter,January,,,,,0,",,0,",0,",,0,",0,",,0,",1.7,",,0",-6.7,",,0",-6.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/16/72,Winter,January,,,,,0,",,0,",0,",,0,",0,",,0,",-6.7,",,0",-23.3,",,0",-18.9,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/17/72,Winter,January,,,,,0,",,0,",0,",,0,",0,",,0,",-12.2,",,0",-18.9,",,0",-13.3,",I,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/18/72,Winter,January,,,,,0,",,0,",0,",,0,",0,",,0,",4.4,",,0",-12.2,",I,0",-12.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/19/72,Winter,January,,,,,0,",,0,",0,",,0,",0,",,0,",13.9,",,0",-12.2,",,0",4.4,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/20/72,Winter,January,,,,,1.3,",,0,",0,",,0,",0,",,0,",10,",,0",-1.1,",,0",4.4,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/21/72,Winter,January,,,,,17.8,",,0,",0,",,0,",0,",,0,",7.2,",,0",4.4,",,0",5.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/22/72,Winter,January,,,,,2.5,",,0,",0,",,0,",0,",,0,",15.6,",,0",-1.1,",,0",1.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/23/72,Winter,January,,,,,3.8,",,0,",0,",,0,",0,",,0,",10,",,0",1.7,",,0",8.9,",,0,",,,1,",,0",,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/24/72,Winter,January,,,,,1.8,",,0,",0,",,0,",0,",,0,",12.2,",,0",1.7,",,0",4.4,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/25/72,Winter,January,,,,,0,",,0,",0,",,0,",0,",,0,",19.4,",,0",2.8,",,0",4.4,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/26/72,Winter,January,,,,,0,",,0,",0,",,0,",0,",,0,",6.1,",,0",-6.7,",,0",-6.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/27/72,Winter,January,,,,,0,",,0,",0,",,0,",0,",,0,",10,",,0",-6.7,",,0",-1.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/28/72,Winter,January,,,,,20.3,",,0,",0,",,0,",0,",,0,",7.2,",,0",-1.1,",,0",4.4,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/29/72,Winter,January,,,,,2.5,",,0,",0,",,0,",0,",,0,",7.2,",,0",-7.8,",,0",1.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/30/72,Winter,January,,,,,0,",,0,",0,",,0,",0,",,0,",4.4,",,0",-6.7,",,0",-1.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,1/31/72,Winter,January,,,,,0,",,0,",0,",,0,",0,",,0,",4.4,",,0",-8.9,",,0",-7.8,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/1/72,Winter,February,,,,,0,",,0,",0,",,0,",0,",,0,",3.3,",,0",-8.9,",,0",-8.3,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/2/72,Winter,February,,,,,6.4,",,0,",51,",,0,",51,",,0,",3.3,",,0",-9.4,",,0",-3.3,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/3/72,Winter,February,,,,,7.6,",,0,",0,",,0,",25,",,0,",1.1,",,0",-6.7,",,0",-1.1,",,0,",,,,,1,",,0",,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/4/72,Winter,February,,,,,18.3,",,0,",0,",,0,",25,",,0,",0.6,",,0",-12.2,",,0",-11.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/5/72,Winter,February,,,,,0,",,0,",0,",,0,",25,",,0,",-6.7,",,0",-15,",,0",-12.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/6/72,Winter,February,,,,,0,",,0,",0,",,0,",25,",,0,",0.6,",,0",-12.2,",,0",-6.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/7/72,Winter,February,,,,,7.6,",,0,",51,",,0,",76,",,0,",1.7,",,0",-6.7,",,0",-1.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/8/72,Winter,February,,,,,0,",,0,",0,",,0,",25,",,0,",0,",,0",-15,",,0",-13.3,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/9/72,Winter,February,,,,,0,",,0,",0,",,0,",25,",,0,",-1.1,",,0",-13.3,",,0",-11.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/10/72,Winter,February,,,,,0,",,0,",0,",,0,",0,",,0,",4.4,",,0",-12.2,",,0",-6.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/11/72,Winter,February,,,,,0,",,0,",0,",,0,",0,",,0,",4.4,",,0",-6.7,",,0",-6.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/12/72,Winter,February,,,,,0,",,0,",0,",,0,",0,",,0,",8.9,",,0",-6.7,",,0",1.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/13/72,Winter,February,,,,,14.7,",,0,",0,",,0,",0,",,0,",5.6,",,0",-1.1,",,0",1.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/14/72,Winter,February,,,,,1.5,",,0,",0,",,0,",0,",,0,",4.4,",,0",-3.3,",,0",-1.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/15/72,Winter,February,,,,,0,",,0,",0,",,0,",0,",,0,",10,",,0",-6.7,",,0",-4.4,",I,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/16/72,Winter,February,,,,,0,",,0,",0,",,0,",0,",,0,",8.9,",,0",-3.3,",I,0",-1.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/17/72,Winter,February,,,,,1.3,",,0,",13,",,0,",25,",,0,",7.2,",,0",-1.1,",,0",-1.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/18/72,Winter,February,,,,,7.6,",,0,",38,",,0,",51,",,0,",0.6,",,0",-3.9,",,0",-1.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/19/72,Winter,February,,,,,1.8,",,0,",25,",,0,",76,",,0,",0,",,0",-15,",,0",-9.4,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/20/72,Winter,February,,,,,0,",,0,",0,",,0,",51,",,0,",-3.9,",,0",-16.7,",,0",-6.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/21/72,Winter,February,,,,,0,",,0,",0,",,0,",25,",,0,",-1.1,",,0",-17.8,",,0",-6.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/22/72,Winter,February,,,,,2.5,",,0,",0,",,0,",0,",,0,",6.1,",,0",-6.7,",,0",0.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/23/72,Winter,February,,,,,0,",,0,",0,",,0,",0,",,0,",6.1,",,0",-7.8,",,0",-6.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/24/72,Winter,February,,,,,17.8,",,0,",0,",,0,",0,",,0,",5.6,",,0",-6.7,",,0",4.4,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/25/72,Winter,February,,,,,8.9,",,0,",0,",,0,",0,",,0,",8.9,",,0",-3.3,",,0",-1.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/26/72,Winter,February,,,,,17.8,",,0,",0,",,0,",0,",,0,",14.4,",,0",-1.1,",,0",10,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/27/72,Winter,February,,,,,4.6,",,0,",0,",,0,",0,",,0,",12.2,",,0",-7.8,",,0",0,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/28/72,Winter,February,,,,,0,",,0,",0,",,0,",0,",,0,",14.4,",,0",-3.9,",,0",4.4,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,2/29/72,Winter,February,,,,,0,",,0,",0,",,0,",0,",,0,",17.8,",,0",4.4,",,0",7.2,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/1/72,Spring,March,,,,,0,",,0,",0,",,0,",0,",,0,",22.2,",,0",-1.1,",,0",1.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/2/72,Spring,March,,,,,0,",,0,",0,",,0,",0,",,0,",19.4,",,0",-1.1,",,0",11.1,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/3/72,Spring,March,,,,,13.2,",,0,",0,",,0,",0,",,0,",17.8,",,0",0.6,",,0",1.7,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/4/72,Spring,March,,,,,0,",,0,",0,",,0,",0,",,0,",5,",,0",-7.8,",,0",-5.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/5/72,Spring,March,,,,,0,",,0,",0,",,0,",0,",,0,",5,",,0",-5.6,",,0",0.6,",,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/6/72,Spring,March,,,,,0,",,0,",0,",,0,",0,",,0,",3.3,",,0",-11.1,",,0",-6.7,",I,0,",,,,,,,,,,,,,,,,,,,,
USC00440766,"BLACKSBURG NATIONAL WEATHER SERVICE OFFICE, VA US",37.2039,-80.4144,641,3/7/72,Spring,March,,,,,0,",,0,",0,",,0,",0,",,0,",7.2,",,0",-5.6,",I,0",1.7,",,0,",,,,,,,,,,,,,,,,,,,,
